Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2020 Revenue/Yr,2019 Revenue/Yr,2018 Revenue/Yr,2017 Revenue/Yr,2019 % Sales Growth,2018 % Sales Growth,2017 % Sales Growth,2020 Employees,2019 Employees,2018 Employees,2017 Employees,2019 % Employee Growth,2018 % Employee Growth,2017 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Source ,
"AtoZDatabases","03/02/2022","09/02/2022","Fiesta Food N Fruit Mart","","107 Babcock Rd","107","","Babcock","Rd","","San Antonio","TX","78201","7121","Faleem Ali","Faleem","","Ali","Owner","Unknown","10","","$1,284,000","107 Babcock Rd","107","","Babcock","Rd","","San Antonio","TX","78201","7121","(210) 736-2277","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4723459","-98.5343707","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","5411003","Supermarkets","5431001","Fruit & Vegetable Markets","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","445230","Fruit and Vegetable Markets","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","","No","2002","","","","93","1871788","1871788","2058967","1497430","0.0","-9.09","37.5","10","10","11","8","0.0","-9.09","37.5","Faleem","Ali","Owner","Unknown","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11132554125345","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Fine Food Mart Inc","Fine Food Mart","2610 West Ave","2610","","West","Ave","","San Antonio","TX","78201","2236","Hasam Ali","Hasam","","Ali","Owner","Unknown","9","","$1,284,000","2610 West Ave","2610","","West","Ave","","San Antonio","TX","78201","2236","(210) 738-2335","(210) 738-2335","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.484719","-98.525772","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","5541001","Gas Stations","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","457120","Other Gasoline Stations","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","www.citgo.com","No","2004","","","","90","1871788","1871788","2058967","2620503","0.0","-9.09","-21.43","10","10","11","14","0.0","-9.09","-21.43","Hasam","Ali","Owner","Unknown","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11132550860981","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","J C Food Mart","","3534 Fredericksburg Rd","3534","","Fredericks","Rd","","San Antonio","TX","78201","7100","John Callanan","John","","Callanan","Manager","Male","5","","$1,284,000","3534 Fredericksburg Rd","3534","","Fredericks","Rd","","San Antonio","TX","78201","7100","(210) 732-2677","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.477881","-98.53888","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","","","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1000 to 4999","www.jcfoodmart.com","No","2000","","","","90","935894","935894","1310252","1497430","0.0","-28.57","-12.5","5","5","7","8","0.0","-28.57","-12.5","John","Callanan","Manager","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$10000 to $24999","$5000 to $9999","Up to $1999","$7500 to $19999","11132548056409","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Stop 1 Food Mart","Stop 1","2023 N Zarzamora St","2023","N","Zarzamora","St","","San Antonio","TX","78201","6104","Mark Barakat","Mark","","Barakat","Owner","Male","10","","$1,284,000","2023 N Zarzamora St","2023","N","Zarzamora","St","","San Antonio","TX","78201","6104","(210) 738-3114","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4493067","-98.5247491","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","5541001","Gas Stations","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","457120","Other Gasoline Stations","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","www.sanantoniogasprices.com","No","1993","","","","93","1871788","1871788","2246146","1497430","0.0","-16.67","50.0","10","10","12","8","0.0","-16.67","50.0","Mark","Barakat","Owner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11132549980048","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Timewise Food Store","","201 N Crossroads Blvd","201","N","Crossroads","Blvd","","San Antonio","TX","78201","6528","Judy Deleon","Judy","","Deleon","Office Manager","Female","10","1,125","$1,284,000","201 N Crossroads Blvd","201","N","Crossroads","Blvd","","San Antonio","TX","78201","6528","(210) 732-5321","(210) 732-5321","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4932652","-98.5464627","","Convenience Stores","Branch","","No","5411002","Convenience Stores","5411001","Grocery Stores","5541001","Gas Stations","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","457120","Other Gasoline Stations","","","","","","","","","","","","","","","No","5 to 9","Private","No","1000 to 4999","www.landmarkindustries.com","No","1982","","","","93","1871788","1871788","1684609","1684609","0.0","11.11","0.0","10","10","9","9","0.0","11.11","0.0","Judy","Deleon","Office Manager","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11132553042148","No","Chain Location","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Pik & Pack Food Mart","","1801 West Ave","1801","","West","Ave","","San Antonio","TX","78201","3553"," ","","","","","","10","","$1,284,000","1801 West Ave","1801","","West","Ave","","San Antonio","TX","78201","3553","(210) 735-3000","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4779546","-98.5261608","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","5541001","Gas Stations","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","457120","Other Gasoline Stations","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","","No","2008","","","","93","1871788","1871788","2246146","1871788","0.0","-16.67","20.0","10","10","12","10","0.0","-16.67","20.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11132575856576","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Mariposa Groceries","","1438 W Mariposa Dr","1438","W","Mariposa","Dr","","San Antonio","TX","78201","2914"," ","","","","","","4","","$1,105,000","1438 W Mariposa Dr","1438","W","Mariposa","Dr","","San Antonio","TX","78201","2914","(210) 444-9015","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4807222","-98.5188728","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1000 to 4999","","No","2010","","","","83","871689","871689","871689","1307534","0.0","0.0","-33.33","4","4","4","6","0.0","0.0","-33.33","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$5000 to $9999","$5000 to $9999","Up to $1999","$2500 to $7499","11134003516888","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","J R Mahal Grocery","","1015 N Sabinas St","1015","N","Sabinas","St","","San Antonio","TX","78207","1613"," ","","","","","","5","","$1,046,000","1015 N Sabinas St","1015","N","Sabinas","St","","San Antonio","TX","78207","1613","(210) 212-9397","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4375076","-98.5190708","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1000 to 4999","","No","2005","","","","86","1089611","1089611","1089611","653767","0.0","0.0","66.67","5","5","5","3","0.0","0.0","66.67","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$10000 to $24999","$5000 to $9999","Up to $1999","$7500 to $19999","11132542756967","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Kwik Stop","","3707 Fredericksburg Rd","3707","","Fredericks","Rd","","San Antonio","TX","78201","3216","Masren Sarvaeh","Masren","","Sarvaeh","Owner","Unknown","4","","$1,013,000","3707 Fredericksburg Rd","3707","","Fredericks","Rd","","San Antonio","TX","78201","3216","(210) 785-9199","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4799859","-98.5421452","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1000 to 4999","","No","2017","","","","72","871689","871689","1089611","1089611","0.0","-20.0","0.0","4","4","5","5","0.0","-20.0","0.0","Masren","Sarvaeh","Owner","Unknown","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$5000 to $9999","$5000 to $9999","Up to $1999","$2500 to $7499","11140011084621","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Food Market La Chiquita","","2513 West Ave","2513","","West","Ave","","San Antonio","TX","78201","2235"," ","","","","","","4","313","$994,000","2513 West Ave","2513","","West","Ave","","San Antonio","TX","78201","2235","N/A","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4839063","-98.5263328","","Grocery Stores","Branch","","No","5411001","Grocery Stores","5411003","Supermarkets","5812011","Mexican Restaurants","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","722511","Full-Service Restaurants","","","","","","","","","","","","","","","","","No","Up to 4","Private","No","1000 to 4999","www.laschiquitas.com","No","2019","","","","76","994000","0","0","0","0.0","0.0","0.0","4","","","","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$5000 to $9999","$5000 to $9999","Up to $1999","$2500 to $7499","11140024049580","No","Chain Location","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Sari Food Mart","","322 N Hamilton St","322","N","Hamilton","St","","San Antonio","TX","78207","3300","Genevive Espinosa","Genevive","","Espinosa","Owner","Female","10","","$972,000","322 N Hamilton St","322","N","Hamilton","St","","San Antonio","TX","78207","3300","(210) 433-2339","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4311305759588","-98.5310063423055","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","","","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","","Yes","1999","","","","93","1871788","1871788","2058967","1871788","0.0","-9.09","10.0","10","10","11","10","0.0","-9.09","10.0","Genevive","Espinosa","Owner","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11132554593486","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Poplar Food Mart","","1302 N Trinity St","1302","N","Trinity","St","","San Antonio","TX","78207","1248","Mahmood Chughtai","Mahmood","","Chughtai","Owner","Male","10","","$972,000","1302 N Trinity St","1302","N","Trinity","St","","San Antonio","TX","78207","1248","(210) 737-6012","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4400493","-98.5158592","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","5541001","Gas Stations","5411003","Supermarkets","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","457120","Other Gasoline Stations","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","","No","2007","","","","93","1871788","1871788","1497430","1310252","0.0","25.0","14.29","10","10","8","7","0.0","25.0","14.29","Mahmood","Chughtai","Owner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11132554593521","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Maxi Food Mart","","1626 Guadalupe St","1626","","Guadalupe","St","","San Antonio","TX","78207","5430","Iqbal Karebyia","Iqbal","","Karebyia","Owner","Male","10","","$972,000","1626 Guadalupe St","1626","","Guadalupe","St","","San Antonio","TX","78207","5430","(210) 229-9909","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4184009","-98.5188009","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","5541001","Gas Stations","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","457120","Other Gasoline Stations","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","www.maximart.bzlnk.com","No","1993","","","","93","1871788","1871788","1871788","1871788","0.0","0.0","0.0","10","10","10","10","0.0","0.0","0.0","Iqbal","Karebyia","Owner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11132552741014","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Trinity Food Mart 21","Trinity Food Mart","202 S Trinity St","202","S","Trinity","St","","San Antonio","TX","78207","3824","Salim Choriliya","Salim","","Choriliya","Owner","Male","5","","$972,000","202 S Trinity St","202","S","Trinity","St","","San Antonio","TX","78207","3824","(210) 222-8207","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4259623","-98.5176768","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","5541001","Gas Stations","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","457120","Other Gasoline Stations","","","","","","","","","","","","","","","No","Up to 4","Private","Yes","1000 to 4999","","No","2007","","","","90","935894","935894","1123073","1310252","0.0","-16.67","-14.29","5","5","6","7","0.0","-16.67","-14.29","Salim","Choriliya","Owner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2500 to $4999","$5000 to $14999","$2500 to $7499","$2500 to $7499","$2000 to $4999","$10000 to $24999","$5000 to $9999","Up to $1999","$7500 to $19999","11132552259560","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Primo Food Mart","","139 Castroville Rd","139","","Castrovill","Rd","","San Antonio","TX","78207","5131"," ","","","","","","10","","$972,000","139 Castroville Rd","139","","Castrovill","Rd","","San Antonio","TX","78207","5131","(210) 431-2622","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4203732","-98.5385665","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","","","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","","No","2010","","","","93","1871788","1871788","1497430","1310252","0.0","25.0","14.29","10","10","8","7","0.0","25.0","14.29","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11132549071428","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Superior Convenient Stop","","3931 W Commerce St","3931","W","Commerce","St","","San Antonio","TX","78207","3614","Saleem Bande","Saleem","","Bande","Owner","Male","10","","$972,000","3931 W Commerce St","3931","W","Commerce","St","","San Antonio","TX","78207","3614","(210) 435-1786","(210) 431-0729","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4298712","-98.5421086","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","5541001","Gas Stations","5411003","Supermarkets","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","457120","Other Gasoline Stations","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","www.superiorpoolservice.com","No","1994","","","","93","1871788","1871788","1871788","1684609","0.0","0.0","11.11","10","10","10","9","0.0","0.0","11.11","Saleem","Bande","Owner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11132551505368","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Frio City Food Mart","","707 Frio City Rd","707","","Frio City","Rd","","San Antonio","TX","78207","8009","Mike Eli","Mike","","Eli","Manager","Male","10","","$972,000","707 Frio City Rd","707","","Frio City","Rd","","San Antonio","TX","78207","8009","(210) 224-4053","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4018833","-98.5241445","","Convenience Stores","","","No","5411002","Convenience Stores","5411001","Grocery Stores","","","","","","","","","","","","","","","","","445131","Convenience Retailers","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","","No","2011","","","","93","1871788","1871788","1871788","2246146","0.0","0.0","-16.67","10","10","10","12","0.0","0.0","-16.67","Mike","Eli","Manager","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11132571954909","No","","","AtoZDatabases",
"AtoZDatabases","03/02/2022","09/02/2022","Start Produce","","1500 S Zarzamora St Unit 345","1500","S","Zarzamora","St","","San Antonio","TX","78207","7377","Rohn Pimentel","Rohn","","Pimentel","Owner","Male","10","","$959,000","1500 S Zarzamora St Unit 345","1500","S","Zarzamora","St","","San Antonio","TX","78207","7377","(210) 222-1968","N/A","N/A","Bexar","500000 or more","San Antonio-New Braunfels TX","29.4127337","-98.5287068","","Grocery Stores","","","No","5411001","Grocery Stores","","","","","","","","","","","","","","","","","","","445110","Supermarkets and Other Grocery (except Convenience) Stores","","","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1000 to 4999","","No","2017","","","","78","2179223","2179223","1961300","1961300","0.0","11.11","0.0","10","10","9","9","0.0","11.11","0.0","Rohn","Pimentel","Owner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5000 to $24999","$5000 to $14999","$7500 to $19999","$7500 to $14999","$5000 to $9999","$10000 to $24999","$10000 to $24999","$2000 to $4999","$7500 to $19999","11140011806851","No","","","AtoZDatabases",
